Fecha,Hora,Zona horaria,Ventas brutas,Descuentos,Ventas netas,Impuestos,Propinas,Reembolsos parciales,Total recibido,Fuente,Tarjeta,Métodos de ingreso de tarjeta,Efectivo,Tarjeta de regalo Square,Otra forma de pago,Otra forma de pago,Otra forma de pago,Comisiones,Total neto,Identificación de transacción,ID de pago,Marca de tarjeta,Prefijo PAN,Nombre del dispositivo,Nombre de personal,ID de personal,Información,Descripción,Tipo de evento,Ubicación,Opción de servicio,Alias del dispositivo
28/05/2017,15:00:37,Ciudad de México,$167.00,$0.00,$167.00,$0.00,$0.00,$0.00,$167.00,Punto de venta,$0.00,N/D,$167.00,$0.00,$0.00,,,$0.00,$167.00,htvuln9YM5LNFDPKY0sVzXpeV,P8tTRyoB5Q0kV1lJrJ29JQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/htvuln9YM5LNFDPKY0sVzXpeV/by-unit/24X11KTH1BG6A,"Algodón de Azucar, Ferrero, Nuez",Pago,contabilidad@mckleincorp.com,,Las Aguilas
27/05/2017,18:04:02,Ciudad de México,$182.00,$0.00,$182.00,$0.00,$0.00,$0.00,$182.00,Punto de venta,$0.00,N/D,$182.00,$0.00,$0.00,,,$0.00,$182.00,J1RaZvAGW8LFiom4OWgNI23eV,jqVAwTJ5C7FUZXEQOO0xJQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/J1RaZvAGW8LFiom4OWgNI23eV/by-unit/24X11KTH1BG6A,"Nuez Blanca, Kinder, Ferrero",Pago,contabilidad@mckleincorp.com,,Las Aguilas
27/05/2017,17:57:52,Ciudad de México,$124.00,$0.00,$124.00,$0.00,$0.00,$0.00,$124.00,Punto de venta,$0.00,N/D,$124.00,$0.00,$0.00,,,$0.00,$124.00,p38fvniSISZEdqjuAhSc07oeV,lHJXQgZTHFhKeYpr90q2JQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/p38fvniSISZEdqjuAhSc07oeV/by-unit/24X11KTH1BG6A,"Nuez Blanca, Nuez",Pago,contabilidad@mckleincorp.com,,Las Aguilas
27/05/2017,17:55:22,Ciudad de México,$234.00,$0.00,$234.00,$0.00,$0.00,$0.00,$234.00,Punto de venta,$0.00,N/D,$234.00,$0.00,$0.00,,,$0.00,$234.00,zKFQD9NQDyva26qUANNcLxqeV,lLFyHCGG9nYVYZWjttaxKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/zKFQD9NQDyva26qUANNcLxqeV/by-unit/24X11KTH1BG6A,"2 x Clásica, Cheesecake, Kranky, Snickers",Pago,contabilidad@mckleincorp.com,,Las Aguilas
27/05/2017,17:17:24,Ciudad de México,$116.00,$0.00,$116.00,$0.00,$0.00,$0.00,$116.00,Punto de venta,$0.00,N/D,$0.00,$0.00,$116.00,Tarjeta registrada,,$0.00,$116.00,zyRuu84LiR0q9tC9QTHgZWteV,7UqnKtYJkgBkGQ1N1zLkKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/zyRuu84LiR0q9tC9QTHgZWteV/by-unit/24X11KTH1BG6A,"Kinder, Cereales",Pago,contabilidad@mckleincorp.com,,Las Aguilas
26/05/2017,21:09:45,Ciudad de México,$169.00,-$169.00,$0.00,$0.00,$0.00,$0.00,$0.00,Punto de venta,$0.00,N/D,$0.00,$0.00,$0.00,,,$0.00,$0.00,V5sO0LQG5CwPfqFJlxr4S9heV,LAC8L5z5qQmY4kd7mnW3KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/V5sO0LQG5CwPfqFJlxr4S9heV/by-unit/24X11KTH1BG6A,"Cereales, Ferrero, Cheesecake",Pago,contabilidad@mckleincorp.com,,Las Aguilas
26/05/2017,20:50:15,Ciudad de México,$100.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,Punto de venta,$0.00,N/D,$100.00,$0.00,$0.00,,,$0.00,$100.00,rIaUgxBom1pJZBL2KppPx3teV,Zr0s5eLF6GSlguuWiWYNLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/rIaUgxBom1pJZBL2KppPx3teV/by-unit/24X11KTH1BG6A,"Nuez, Clásica",Pago,contabilidad@mckleincorp.com,,Las Aguilas
26/05/2017,19:14:01,Ciudad de México,$120.00,$0.00,$120.00,$0.00,$0.00,$0.00,$120.00,Punto de venta,$0.00,N/D,$120.00,$0.00,$0.00,,,$0.00,$120.00,phfUwQ2NBZ3Gv0PGFFVFR5keV,Nn7nlsGDGbKhyGaeNKNQLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/phfUwQ2NBZ3Gv0PGFFVFR5keV/by-unit/24X11KTH1BG6A,"Cereales, Nuez",Pago,contabilidad@mckleincorp.com,,Las Aguilas
26/05/2017,14:55:53,Ciudad de México,$76.00,$0.00,$76.00,$0.00,$0.00,$0.00,$76.00,Punto de venta,$0.00,N/D,$76.00,$0.00,$0.00,,,$0.00,$76.00,xvQ4xFItilNuSS2TpgGKUOueV,lJS534JxYKZ3sQzStqaPLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/xvQ4xFItilNuSS2TpgGKUOueV/by-unit/24X11KTH1BG6A,2 x Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/05/2017,20:42:40,Ciudad de México,$87.00,$0.00,$87.00,$0.00,$0.00,$0.00,$87.00,Punto de venta,$0.00,N/D,$0.00,$0.00,$87.00,Tarjeta registrada,,$0.00,$87.00,rO3bzAJamgpANwEjIAvUdRyeV,59tMbgoYUJToB4oixlPMLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/rO3bzAJamgpANwEjIAvUdRyeV/by-unit/24X11KTH1BG6A,"Clásica, Bicolor (Bicolor)",Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/05/2017,20:09:48,Ciudad de México,$76.00,$0.00,$76.00,$0.00,$0.00,$0.00,$76.00,Punto de venta,$0.00,N/D,$76.00,$0.00,$0.00,,,$0.00,$76.00,vec2dK16rWd9W5TKklA12gqeV,ddksRPMnnSxBTHNKEWULLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/vec2dK16rWd9W5TKklA12gqeV/by-unit/24X11KTH1BG6A,2 x Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/05/2017,19:01:37,Ciudad de México,$219.00,-$54.75,$164.25,$0.00,$0.00,$0.00,$164.25,Punto de venta,$0.00,N/D,$0.00,$0.00,$164.25,Tarjeta registrada,,$0.00,$164.25,F7LhLhebgYyRjZYocAmCwQkeV,BjsrN37LW1igCTEnFR9WLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/F7LhLhebgYyRjZYocAmCwQkeV/by-unit/24X11KTH1BG6A,"Clásica, Cookies  & Cream, Ferrero, Nuez",Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/05/2017,18:54:34,Ciudad de México,$96.00,$0.00,$96.00,$0.00,$0.00,$0.00,$96.00,Punto de venta,$0.00,N/D,$96.00,$0.00,$0.00,,,$0.00,$96.00,TkUZHoFUAPfqkyFxeVmWGrqeV,f4haQT6HiZAVNQJ3sImHKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/TkUZHoFUAPfqkyFxeVmWGrqeV/by-unit/24X11KTH1BG6A,"Clásica, MM´s",Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/05/2017,18:53:49,Ciudad de México,$100.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,Punto de venta,$0.00,N/D,$100.00,$0.00,$0.00,,,$0.00,$100.00,lRMumBRFnEIamPqzvVc5i2zeV,zgkCDNU21u25PXnk9x9VLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/lRMumBRFnEIamPqzvVc5i2zeV/by-unit/24X11KTH1BG6A,"Nuez, Clásica",Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/05/2017,18:52:03,Ciudad de México,$178.00,$0.00,$178.00,$0.00,$0.00,$0.00,$178.00,Punto de venta,$0.00,N/D,$178.00,$0.00,$0.00,,,$0.00,$178.00,Xszl4j4PMoj9VmL9ABORIfmeV,FHV7Zol6Xu4YcwNNthzlLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/Xszl4j4PMoj9VmL9ABORIfmeV/by-unit/24X11KTH1BG6A,"Kinder, Nuez, Kinder",Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/05/2017,16:18:50,Ciudad de México,$154.00,$0.00,$154.00,$0.00,$0.00,$0.00,$154.00,Punto de venta,$0.00,N/D,$154.00,$0.00,$0.00,,,$0.00,$154.00,d9iLF7K3YZ25JAwov2lDerjeV,7cYOFo3gQxWjPSIx7JfRKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/d9iLF7K3YZ25JAwov2lDerjeV/by-unit/24X11KTH1BG6A,"2 x Taro, Ferrero",Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/05/2017,15:53:50,Ciudad de México,$114.00,$0.00,$114.00,$0.00,$0.00,$0.00,$114.00,Punto de venta,$0.00,N/D,$114.00,$0.00,$0.00,,,$0.00,$114.00,ZnG4SWxFsVtV5EtE55lYDo8eV,34jiCLOZS076wcfMuhWYKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/ZnG4SWxFsVtV5EtE55lYDo8eV/by-unit/24X11KTH1BG6A,"Cereales, Snickers",Pago,contabilidad@mckleincorp.com,,Las Aguilas
23/05/2017,21:02:21,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,jI4cRJWNPcMBYAAwThGn1Z3eV,3qceAfYgYXMjDmSzz8McKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/jI4cRJWNPcMBYAAwThGn1Z3eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
23/05/2017,21:02:16,Ciudad de México,$62.00,$0.00,$62.00,$0.00,$0.00,$0.00,$62.00,Punto de venta,$0.00,N/D,$62.00,$0.00,$0.00,,,$0.00,$62.00,lFgFTXQeu9lVMvbrtn30u3ueV,vSKIHlZXlpC957FAXTnlKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/lFgFTXQeu9lVMvbrtn30u3ueV/by-unit/24X11KTH1BG6A,Chocolate Lovers,Pago,contabilidad@mckleincorp.com,,Las Aguilas
23/05/2017,19:38:47,Ciudad de México,$2.00,$0.00,$2.00,$0.00,$0.00,$0.00,$2.00,Punto de venta,$0.00,N/D,$2.00,$0.00,$0.00,,,$0.00,$2.00,9nLDkW7GpwXHIX2OdHcT4AAfV,TmZ5gnapr2zjde6T7RbzJQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/9nLDkW7GpwXHIX2OdHcT4AAfV/by-unit/24X11KTH1BG6A,Importe personalizado,Pago,contabilidad@mckleincorp.com,,Las Aguilas
23/05/2017,19:38:31,Ciudad de México,$96.00,$0.00,$96.00,$0.00,$0.00,$0.00,$96.00,Punto de venta,$0.00,N/D,$96.00,$0.00,$0.00,,,$0.00,$96.00,ZFrl3SAkCp3ZEhBX3ZtFZs4eV,9RSmnbuUEOY9ZD0w86nULQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/ZFrl3SAkCp3ZEhBX3ZtFZs4eV/by-unit/24X11KTH1BG6A,"Clásica, Cereales",Pago,contabilidad@mckleincorp.com,,Las Aguilas
21/05/2017,20:31:30,Ciudad de México,$124.00,$0.00,$124.00,$0.00,$0.00,$0.00,$124.00,Punto de venta,$0.00,N/D,$124.00,$0.00,$0.00,,,$0.00,$124.00,LIMvbDEQQ4CMN8A5grpDhH5eV,BVVVAYLFkGpkCCn5hse4JQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/LIMvbDEQQ4CMN8A5grpDhH5eV/by-unit/24X11KTH1BG6A,2 x Ferrero,Pago,contabilidad@mckleincorp.com,,Las Aguilas
21/05/2017,19:58:59,Ciudad de México,$43.00,$0.00,$43.00,$0.00,$0.00,$0.00,$43.00,Punto de venta,$0.00,N/D,$0.00,$0.00,$43.00,Tarjeta registrada,,$0.00,$43.00,3Q7AKHf9BiRtYC6BK44qbL5eV,FJq7QUSgbjSW4UqDnnr1JQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/3Q7AKHf9BiRtYC6BK44qbL5eV/by-unit/24X11KTH1BG6A,Flan,Pago,contabilidad@mckleincorp.com,,Las Aguilas
21/05/2017,19:43:15,Ciudad de México,$62.00,$0.00,$62.00,$0.00,$0.00,$0.00,$62.00,Punto de venta,$0.00,N/D,$62.00,$0.00,$0.00,,,$0.00,$62.00,ldgZOaeYTFjGRRYeTqPfhgoeV,BlXYBPxmJJ7KLpTG6GRCLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/ldgZOaeYTFjGRRYeTqPfhgoeV/by-unit/24X11KTH1BG6A,Ferrero,Pago,contabilidad@mckleincorp.com,,Las Aguilas
21/05/2017,18:01:32,Ciudad de México,$107.00,$0.00,$107.00,$0.00,$0.00,$0.00,$107.00,Punto de venta,$0.00,N/D,$107.00,$0.00,$0.00,,,$0.00,$107.00,r0Q4UweOHbwBlCtmVwpI3AveV,j6NSB9NXB49mdFbz35IiKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/r0Q4UweOHbwBlCtmVwpI3AveV/by-unit/24X11KTH1BG6A,"Cereales, Cheesecake",Pago,contabilidad@mckleincorp.com,,Las Aguilas
21/05/2017,17:13:39,Ciudad de México,$62.00,$0.00,$62.00,$0.00,$0.00,$0.00,$62.00,Punto de venta,$0.00,N/D,$62.00,$0.00,$0.00,,,$0.00,$62.00,VN0z1UXmZauTm0vF8hTWD5geV,zqPbibExNYb2oeD8me3mLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/VN0z1UXmZauTm0vF8hTWD5geV/by-unit/24X11KTH1BG6A,Nuez,Pago,contabilidad@mckleincorp.com,,Las Aguilas
20/05/2017,19:46:17,Ciudad de México,$76.00,$0.00,$76.00,$0.00,$0.00,$0.00,$76.00,Punto de venta,$0.00,N/D,$76.00,$0.00,$0.00,,,$0.00,$76.00,xPomizKvEs5zndwEGxmQQOqeV,H8TdTpAmRA8a4rpIQVEyKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/xPomizKvEs5zndwEGxmQQOqeV/by-unit/24X11KTH1BG6A,2 x Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
20/05/2017,19:32:19,Ciudad de México,$124.00,$0.00,$124.00,$0.00,$0.00,$0.00,$124.00,Punto de venta,$0.00,N/D,$124.00,$0.00,$0.00,,,$0.00,$124.00,fI3VeTTJg1vYgz7grn65hUteV,VLh0GuRlXkqE0VwPWlOpKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/fI3VeTTJg1vYgz7grn65hUteV/by-unit/24X11KTH1BG6A,"Ferrero, Nuez Blanca",Pago,contabilidad@mckleincorp.com,,Las Aguilas
20/05/2017,19:30:40,Ciudad de México,$134.00,$0.00,$134.00,$0.00,$0.00,$0.00,$134.00,Punto de venta,$0.00,N/D,$134.00,$0.00,$0.00,,,$0.00,$134.00,NztjaDVBYpUHdoAuX2vg5VpeV,RNTSlGYfYBNMSlxbiCC2KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/NztjaDVBYpUHdoAuX2vg5VpeV/by-unit/24X11KTH1BG6A,"2 x Clásica, Cereales",Pago,contabilidad@mckleincorp.com,,Las Aguilas
20/05/2017,18:35:48,Ciudad de México,$107.00,$0.00,$107.00,$0.00,$0.00,$0.00,$107.00,Punto de venta,$0.00,N/D,$107.00,$0.00,$0.00,,,$0.00,$107.00,TKRcgZFsROmhtOZ1pKJV9MxeV,PSGCHZpca4tmSF3wc0BFLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/TKRcgZFsROmhtOZ1pKJV9MxeV/by-unit/24X11KTH1BG6A,"Kinder, Cheesecake",Pago,contabilidad@mckleincorp.com,,Las Aguilas
20/05/2017,18:03:36,Ciudad de México,$243.00,$0.00,$243.00,$0.00,$0.00,$0.00,$243.00,Punto de venta,$0.00,N/D,$243.00,$0.00,$0.00,,,$0.00,$243.00,PyaA9fcvaII7B9V42bpidA7eV,dfVQzLTsxoitQWviAvTfKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/PyaA9fcvaII7B9V42bpidA7eV/by-unit/24X11KTH1BG6A,"Ferrero, Nuez, Nuez Blanca, Cookies  & Cream",Pago,contabilidad@mckleincorp.com,,Las Aguilas
20/05/2017,17:57:43,Ciudad de México,$92.00,$0.00,$92.00,$0.00,$0.00,$0.00,$92.00,Punto de venta,$0.00,N/D,$92.00,$0.00,$0.00,,,$0.00,$92.00,Rj4fVkZ75ENrfJnNmo1hoXleV,hHEuT9a5QjSCJNizDD2JLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/Rj4fVkZ75ENrfJnNmo1hoXleV/by-unit/24X11KTH1BG6A,"Mokachino, Piña Colada",Pago,contabilidad@mckleincorp.com,,Las Aguilas
20/05/2017,15:01:00,Ciudad de México,$58.00,$0.00,$58.00,$0.00,$0.00,$0.00,$58.00,Punto de venta,$0.00,N/D,$58.00,$0.00,$0.00,,,$0.00,$58.00,JN3ZSnOGkkhVSn35KYwHub6eV,Nx4njE19LoXeENq2buYNLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/JN3ZSnOGkkhVSn35KYwHub6eV/by-unit/24X11KTH1BG6A,Kinder,Pago,contabilidad@mckleincorp.com,,Las Aguilas
19/05/2017,20:37:04,Ciudad de México,$53.00,$0.00,$53.00,$0.00,$0.00,$0.00,$53.00,Punto de venta,$0.00,N/D,$53.00,$0.00,$0.00,,,$0.00,$53.00,tVOdrmewrj6AHHi5VtrAe1neV,RJndhiZundNbn3OMjsGFLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/tVOdrmewrj6AHHi5VtrAe1neV/by-unit/24X11KTH1BG6A,Kranky,Pago,contabilidad@mckleincorp.com,,Las Aguilas
19/05/2017,19:32:01,Ciudad de México,$49.00,$0.00,$49.00,$0.00,$0.00,$0.00,$49.00,Punto de venta,$0.00,N/D,$49.00,$0.00,$0.00,,,$0.00,$49.00,tZQ5h2CDyasYbZiBCsifdi5eV,rOjpLWt4aLHe4p2anIN9JQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/tZQ5h2CDyasYbZiBCsifdi5eV/by-unit/24X11KTH1BG6A,Cheesecake,Pago,contabilidad@mckleincorp.com,,Las Aguilas
19/05/2017,19:25:26,Ciudad de México,$264.00,$0.00,$264.00,$0.00,$0.00,$0.00,$264.00,Punto de venta,$0.00,N/D,$264.00,$0.00,$0.00,,,$0.00,$264.00,NlWHEPm6ZocoMrw1v3nHku6eV,ZdRsw8eKft7uCi0Hs9zRKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/NlWHEPm6ZocoMrw1v3nHku6eV/by-unit/24X11KTH1BG6A,"2 x MM´s, Kranky, Cheesecake, Snickers",Pago,contabilidad@mckleincorp.com,,Las Aguilas
19/05/2017,18:23:11,Ciudad de México,$115.00,$0.00,$115.00,$0.00,$0.00,$0.00,$115.00,Punto de venta,$0.00,N/D,$115.00,$0.00,$0.00,,,$0.00,$115.00,BTcr92DzFtuhWHjH06e5AWfeV,JDkARhlTwbSameGRaQiELQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/BTcr92DzFtuhWHjH06e5AWfeV/by-unit/24X11KTH1BG6A,"2 x Clásica, Manzana",Pago,contabilidad@mckleincorp.com,,Las Aguilas
19/05/2017,14:55:11,Ciudad de México,$116.00,$0.00,$116.00,$0.00,$0.00,$0.00,$116.00,Punto de venta,$0.00,N/D,$116.00,$0.00,$0.00,,,$0.00,$116.00,p51BsKh56YLY6nRpwAZerlteV,XQj6vhWUK9VcmOrs4UpeLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/p51BsKh56YLY6nRpwAZerlteV/by-unit/24X11KTH1BG6A,"Cereales, Kinder",Pago,contabilidad@mckleincorp.com,,Las Aguilas
19/05/2017,14:34:15,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,tztzuUCPLw7MbUaLXWX4bEneV,tft4iGMKFr4gZrklO8JiKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/tztzuUCPLw7MbUaLXWX4bEneV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
19/05/2017,14:33:36,Ciudad de México,$46.00,$0.00,$46.00,$0.00,$0.00,$0.00,$46.00,Punto de venta,$0.00,N/D,$46.00,$0.00,$0.00,,,$0.00,$46.00,tb9xgLTL4axphFEzrFPl2L3eV,PaiIY3xzQXu1fIGEDeD5JQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/tb9xgLTL4axphFEzrFPl2L3eV/by-unit/24X11KTH1BG6A,Taro,Pago,contabilidad@mckleincorp.com,,Las Aguilas
18/05/2017,20:37:18,Ciudad de México,$77.00,$0.00,$77.00,$0.00,$0.00,$0.00,$77.00,Punto de venta,$0.00,N/D,$77.00,$0.00,$0.00,,,$0.00,$77.00,NzVniBIPiXspvdj9AY6iNIjeV,NJUNULOJm3S5EzKt5qzjLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/NzVniBIPiXspvdj9AY6iNIjeV/by-unit/24X11KTH1BG6A,"Clásica, Manzana",Pago,contabilidad@mckleincorp.com,,Las Aguilas
18/05/2017,19:54:52,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,VJsc3wmoZjMoF6iFW9tzce0eV,tXtey3fbZdr94aX3ypz3JQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/VJsc3wmoZjMoF6iFW9tzce0eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
18/05/2017,17:51:46,Ciudad de México,$224.00,$0.00,$224.00,$0.00,$0.00,$0.00,$224.00,Punto de venta,$0.00,N/D,$224.00,$0.00,$0.00,,,$0.00,$224.00,rYS67HBjGiMssonafnYz0FheV,LQI1MPv2F9QjqOnrb4ISKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/rYS67HBjGiMssonafnYz0FheV/by-unit/24X11KTH1BG6A,"Ferrero, Crunchy, Nuez Blanca, Algodón de Azucar",Pago,contabilidad@mckleincorp.com,,Las Aguilas
18/05/2017,17:41:16,Ciudad de México,$62.00,$0.00,$62.00,$0.00,$0.00,$0.00,$62.00,Punto de venta,$0.00,N/D,$62.00,$0.00,$0.00,,,$0.00,$62.00,fod4sotJ0CGFjjFDUWsfDZgeV,Vti6B6sb2NAS9oVjj8FkLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/fod4sotJ0CGFjjFDUWsfDZgeV/by-unit/24X11KTH1BG6A,Nuez,Pago,contabilidad@mckleincorp.com,,Las Aguilas
18/05/2017,16:22:01,Ciudad de México,$154.00,$0.00,$154.00,$0.00,$0.00,$0.00,$154.00,Punto de venta,$0.00,N/D,$154.00,$0.00,$0.00,,,$0.00,$154.00,dvl6ed0hO6ZDLX6U16WhO9weV,lJwYRH6AH6gfjKQRDdeEKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/dvl6ed0hO6ZDLX6U16WhO9weV/by-unit/24X11KTH1BG6A,"Clásica, 2 x Kinder",Pago,contabilidad@mckleincorp.com,,Las Aguilas
17/05/2017,20:48:31,Ciudad de México,$87.00,$0.00,$87.00,$0.00,$0.00,$0.00,$87.00,Punto de venta,$0.00,N/D,$87.00,$0.00,$0.00,,,$0.00,$87.00,jEuOSGR2PTCxvdsbJDOuywieV,NxaUrNHDNGhhKoZjElx4KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/jEuOSGR2PTCxvdsbJDOuywieV/by-unit/24X11KTH1BG6A,"Clásica, Cheesecake",Pago,contabilidad@mckleincorp.com,,Las Aguilas
17/05/2017,19:56:12,Ciudad de México,$171.00,$0.00,$171.00,$0.00,$0.00,$0.00,$171.00,Punto de venta,$0.00,N/D,$171.00,$0.00,$0.00,,,$0.00,$171.00,b2l6LXlWfwZE5mBCDftOKNjeV,tnvjyhnQmn26fQ6AOBJcLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/b2l6LXlWfwZE5mBCDftOKNjeV/by-unit/24X11KTH1BG6A,"2 x Clásica, Cookies  & Cream, Clásica",Pago,contabilidad@mckleincorp.com,,Las Aguilas
17/05/2017,14:21:14,Ciudad de México,$3.00,$0.00,$3.00,$0.00,$0.00,$0.00,$3.00,Punto de venta,$0.00,N/D,$3.00,$0.00,$0.00,,,$0.00,$3.00,vs3WAAkSGi4uQQZn32is9fzeV,d5oRqhEzLxTqwqXlKJ6iLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/vs3WAAkSGi4uQQZn32is9fzeV/by-unit/24X11KTH1BG6A,Importe personalizado,Pago,contabilidad@mckleincorp.com,,Las Aguilas
16/05/2017,21:01:24,Ciudad de México,$39.00,$0.00,$39.00,$0.00,$0.00,$0.00,$39.00,Punto de venta,$0.00,N/D,$39.00,$0.00,$0.00,,,$0.00,$39.00,9rXkATygXicaOhxNERuNhWoeV,fumr8S0yPPLJkiMeWGdYKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/9rXkATygXicaOhxNERuNhWoeV/by-unit/24X11KTH1BG6A,Manzana,Pago,contabilidad@mckleincorp.com,,Las Aguilas
16/05/2017,20:55:42,Ciudad de México,$103.00,$0.00,$103.00,$0.00,$0.00,$0.00,$103.00,Punto de venta,$0.00,N/D,$103.00,$0.00,$0.00,,,$0.00,$103.00,FNkrG6QvrypGfr3ju3rWKJleV,jKXLbiA8m5uqLgaHgmebLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/FNkrG6QvrypGfr3ju3rWKJleV/by-unit/24X11KTH1BG6A,"Chocolate Lovers, Piña Colada",Pago,contabilidad@mckleincorp.com,,Las Aguilas
16/05/2017,20:50:29,Ciudad de México,$119.00,$0.00,$119.00,$0.00,$0.00,$0.00,$119.00,Punto de venta,$0.00,N/D,$119.00,$0.00,$0.00,,,$0.00,$119.00,hBdMX7aYMINXdqeCOVk7DnneV,1nvsWTAkH19oUCICNlUTLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/hBdMX7aYMINXdqeCOVk7DnneV/by-unit/24X11KTH1BG6A,"Ferrero, Cookies  & Cream",Pago,contabilidad@mckleincorp.com,,Las Aguilas
16/05/2017,20:48:06,Ciudad de México,$299.00,$0.00,$299.00,$0.00,$0.00,$0.00,$299.00,Punto de venta,$0.00,N/D,$299.00,$0.00,$0.00,,,$0.00,$299.00,nUztm8JjSLI3cOSB92piwVqeV,fmipHoqDeITex5WqyFR5JQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/nUztm8JjSLI3cOSB92piwVqeV/by-unit/24X11KTH1BG6A,"2 x Sandia, Manzana, Ferrero, Kinder, Nuez",Pago,contabilidad@mckleincorp.com,,Las Aguilas
